device,n_head_stages,head_width,params,params_M,memory_MiB,vram_GiB,vram_limit_mib,min,max,median,mean,std,dnf_reason,dnf_message
AMD Radeon(TM) Graphics,131072,16,199703728,199.703728,846.8115539550781,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 847 MiB)
AMD Radeon(TM) Graphics,262144,16,398933168,398.933168,1691.8115539550781,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 1692 MiB)
AMD Radeon(TM) Graphics,524288,16,797392048,797.392048,3381.811553955078,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 3382 MiB)
AMD Radeon(TM) Graphics,1048576,16,1594309808,1594.309808,6761.811553955078,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 6762 MiB)
AMD Radeon(TM) Graphics,0,32,481008,0.481008,1.837799072265625,0.0,512.0,96.96830000029877,97.11429999879329,97.067300001072,97.0601600005466,0.0402105014653735,,
AMD Radeon(TM) Graphics,1,32,486608,0.486608,1.8604202270507812,0.0,512.0,97.19789999508066,97.4149999965448,97.34865000064019,97.3362000004272,0.06457338512509835,,
AMD Radeon(TM) Graphics,2,32,492208,0.492208,1.8830413818359375,0.0,512.0,97.51569999934873,97.74910000123782,97.67905000262544,97.65762000097311,0.07571695680382359,,
AMD Radeon(TM) Graphics,4,32,503408,0.503408,1.92828369140625,0.0,512.0,98.12879999662982,98.40450000046985,98.21724999710568,98.23583000033977,0.0735475648554443,,
AMD Radeon(TM) Graphics,8,32,525808,0.525808,2.018768310546875,0.0,512.0,99.27439999592025,99.51079999882495,99.37704999538255,99.37313999835169,0.0658566813123322,,
AMD Radeon(TM) Graphics,16,32,570608,0.570608,2.199737548828125,0.0,512.0,101.66079999908106,101.9423999969149,101.77870000188705,101.80616000070586,0.10333697486954949,,
AMD Radeon(TM) Graphics,32,32,660208,0.660208,2.561676025390625,0.0,512.0,106.24480000115,106.52050000499003,106.43379999964964,106.40820000189706,0.08119757410603637,,
AMD Radeon(TM) Graphics,64,32,839408,0.839408,3.285552978515625,0.0,512.0,115.58990000048652,115.86309999984223,115.68439999609836,115.6953199992131,0.07375449602198815,,
AMD Radeon(TM) Graphics,128,32,1197808,1.197808,4.733306884765625,0.0,512.0,134.33700000314275,134.6138000008068,134.38264999786043,134.44398999999976,0.1044803079612124,,
AMD Radeon(TM) Graphics,256,32,1914608,1.914608,7.628814697265625,0.0,512.0,171.03810000116937,177.07160000281874,171.3628500001505,172.38475999984075,2.09736083497557,,
AMD Radeon(TM) Graphics,512,32,3348208,3.348208,13.419830322265625,0.0,512.0,513.8032999966526,532.9716999985976,520.2464000030886,522.2497399998247,7.154707971284066,,
AMD Radeon(TM) Graphics,1024,32,6215408,6.215408,25.001861572265625,,512.0,,,,,,time,blocked: lower width failed at stages=1024 (time limit)
AMD Radeon(TM) Graphics,2048,32,11949808,11.949808,48.165924072265625,,512.0,,,,,,time,blocked: lower width failed at stages=1024 (time limit)
AMD Radeon(TM) Graphics,4096,32,23418608,23.418608,94.49404907226562,,512.0,,,,,,time,blocked: lower width failed at stages=1024 (time limit)
AMD Radeon(TM) Graphics,8192,32,46356208,46.356208,187.15029907226562,,512.0,,,,,,time,blocked: lower width failed at stages=1024 (time limit)
