device,n_head_stages,head_width,params,params_M,memory_MiB,vram_GiB,vram_limit_mib,min,max,median,mean,std,dnf_reason,dnf_message
AMD Radeon RX 7800 XT,1048576,128,87913133168,87913.133168,340521.9952697754,,16384.0,,,,,,oom,pre-run: model size >= 16384 MiB (est. 340522 MiB)
AMD Radeon RX 7800 XT,0,256,575088,0.575088,2.205230712890625,0.0,16384.0,3.4882000036304817,3.6995999980717897,3.519199999573175,3.536059999896679,0.058330251567804796,,
AMD Radeon RX 7800 XT,1,256,906608,0.906608,3.4796829223632812,0.0,16384.0,3.7486000001081266,4.033999997773208,3.9213999989442527,3.9110299992898945,0.09347917710036613,,
AMD Radeon RX 7800 XT,2,256,1238128,1.238128,4.7541351318359375,0.0,16384.0,3.9546999978483655,4.395299998577684,4.05989999853773,4.11000999956741,0.1361558986738443,,
AMD Radeon RX 7800 XT,4,256,1901168,1.901168,7.30303955078125,0.0,16384.0,4.408699998748489,4.791300001670606,4.60755000312929,4.588080001849448,0.10969337117796041,,
AMD Radeon RX 7800 XT,8,256,3227248,3.227248,12.400848388671875,0.0,16384.0,5.192600001464598,5.48710000293795,5.340799998521106,5.3435100002388936,0.10859776724591137,,
AMD Radeon RX 7800 XT,16,256,5879408,5.879408,22.596466064453125,0.0,16384.0,6.824900003266521,7.281599995621946,7.069399998727022,7.068540000182111,0.15047617788654472,,
AMD Radeon RX 7800 XT,32,256,11183728,11.183728,42.987701416015625,0.0,16384.0,10.082400003739167,10.702300001867115,10.404300002846867,10.393380001187325,0.1916321092416101,,
AMD Radeon RX 7800 XT,64,256,21792368,21.792368,83.77017211914062,0.0,16384.0,20.0263000006089,21.61270000215154,20.91995000228053,20.82388999988325,0.5061394886471856,,
AMD Radeon RX 7800 XT,128,256,43009648,43.009648,165.33511352539062,0.0,16384.0,47.43820000294363,50.8516000045347,48.511999997572275,48.782699999719625,0.9242036970841457,,
AMD Radeon RX 7800 XT,256,256,85444208,85.444208,328.4649963378906,0.0,16384.0,141.908899997361,146.21620000252733,144.42364999922574,144.37901999990572,1.3182769576494184,,
AMD Radeon RX 7800 XT,512,256,170313328,170.313328,654.7247619628906,0.0,16384.0,503.608200000599,510.1587000026484,507.8145500010578,507.4721100005263,2.0948944159239304,,
AMD Radeon RX 7800 XT,1024,256,340051568,340.051568,1307.2442932128906,,16384.0,,,,,,time,blocked: lower width failed at stages=1024 (time limit)
