file,input_samples,input_duration_s,inference_time_ms,backbone_frames,parameter,output_frames,pred_min,pred_max,pred_mean
Desolate - c.y.b.o.1.h. _94962-99962ms_ch1.wav,240000,5.0,1.16,30000,loudness_zwtv,2500,43.172138,83.637871,54.552349
Desolate - c.y.b.o.1.h. _94962-99962ms_ch1.wav,240000,5.0,1.16,30000,sharpness_din_tv,2500,1.350565,2.546955,1.674263
Desolate - c.y.b.o.1.h. _94962-99962ms_ch1.wav,240000,5.0,1.16,30000,roughness_dw,49,0.103251,0.143508,0.126165
Desolate - c.y.b.o.1.h. _94962-99962ms_ch1.wav,240000,5.0,1.16,30000,tnr_ecma_perseg,10,0.61625,0.641032,0.627938
Desolate - c.y.b.o.1.h. _94962-99962ms_ch1.wav,240000,5.0,1.16,30000,sii_ansi,1,-0.037199,-0.037199,-0.037199
