time_index,loudness_zwtv_target,loudness_zwtv_pred,sharpness_din_tv_target,sharpness_din_tv_pred,roughness_dw_target,roughness_dw_pred,tnr_ecma_perseg_target,tnr_ecma_perseg_pred,sii_ansi_target,sii_ansi_pred
0,0.006680903,1.4353714,,0.6395534,0.0590541,0.1271751,0.0,-0.6121072,0.0,0.007226969
1,2.5948975,40.06119,,1.5044436,0.03052057,0.103186995,0.0,3.8162599,,
2,8.952474,58.49221,,1.8527317,0.5442224,0.12579636,0.0,2.873538,,
3,14.411748,55.0317,,1.7380538,0.12327443,0.14465682,0.0,-0.5487208,,
4,18.040443,54.632015,,1.8481529,0.55472845,0.116649695,0.0,2.0730932,,
5,20.586185,53.756935,5.049291,1.961574,0.08140102,0.1459151,0.0,1.1137774,,
6,22.308878,55.78449,4.701943,1.8214977,0.068014055,0.15525344,0.0,-0.7971587,,
7,23.978834,58.732395,4.5504293,1.7302939,0.12535885,0.106845826,0.0,-0.75637877,,
8,26.016785,58.27488,4.2147136,1.6546587,0.040182278,0.10683714,0.0,-0.6274275,,
9,27.430883,58.738235,3.7756414,1.5731181,0.05832486,0.105620936,0.0,0.16593258,,
10,28.554857,58.951946,3.8366857,1.738053,0.06736621,0.117432006,,,,
11,29.689224,58.40458,3.6536837,1.7408854,0.09548722,0.1034552,,,,
12,30.614908,55.173,3.6388872,1.7872787,0.73601025,0.08968614,,,,
13,31.552853,52.695168,3.4134438,1.7609704,0.21038881,0.13577808,,,,
14,32.006287,55.717003,3.3279397,1.6394768,0.14154936,0.10959065,,,,
15,32.30244,55.86547,3.1366727,1.7929876,0.08351968,0.1584191,,,,
16,32.660675,57.608864,3.2373765,1.8668565,0.37645864,0.12361701,,,,
17,33.783318,57.456215,3.3126504,2.021208,0.05978839,0.11430087,,,,
18,34.770416,56.000153,3.1354587,1.8554547,0.12553793,0.09483962,,,,
19,35.59987,58.41568,3.0810297,1.936411,0.39574322,0.12820151,,,,
20,36.141052,59.929523,2.9949114,1.9885343,0.13072427,0.113100015,,,,
21,36.76131,60.437355,2.969197,2.0492442,0.052380275,0.102228194,,,,
22,37.327843,58.200096,2.9571352,2.0262773,0.052966513,0.12589216,,,,
23,37.900066,55.699234,2.8731987,1.8956337,0.4853626,0.11672558,,,,
24,38.364777,54.362427,2.6903117,1.611728,0.06778824,0.14636377,,,,
25,38.197136,54.17664,2.4829972,1.4891468,0.04462659,0.116920605,,,,
26,37.91036,57.532875,2.6081715,1.6379964,0.07848452,0.1388776,,,,
27,37.952282,57.39016,2.5748844,1.565948,0.074358515,0.10084814,,,,
28,38.10658,58.245754,2.7026234,1.6248087,0.07640152,0.088967144,,,,
29,38.64711,57.662704,2.645726,1.595128,0.050056558,0.104861215,,,,
30,39.42524,58.32486,2.5489671,1.682064,0.08002675,0.106548935,,,,
31,40.36561,59.37542,2.6285439,1.5988626,0.07072668,0.11186692,,,,
32,41.00969,60.370712,2.6746233,1.7151214,0.054398894,0.09769421,,,,
33,41.639767,59.6954,2.65306,1.5819453,0.039395116,0.09877059,,,,
34,41.99309,59.039368,2.433236,1.4759104,0.075276166,0.13921462,,,,
35,42.262558,57.729153,2.4588847,1.6419904,0.0890921,0.108806044,,,,
36,42.60962,58.498055,2.3959072,1.6041846,0.09722955,0.117650464,,,,
37,42.46837,55.83956,2.2998977,1.6710343,0.07233951,0.105513275,,,,
38,42.273045,55.907,2.3185644,1.7395236,0.04728981,0.08891691,,,,
39,42.80799,55.92479,2.3507495,1.751305,0.05308902,0.12946817,,,,
40,43.8228,55.268703,2.371222,1.8318888,0.061417185,0.12002325,,,,
41,44.572197,57.137985,2.378365,1.690013,0.0645623,0.10431418,,,,
42,44.927692,56.865765,2.2983103,1.7066035,0.06909569,0.14807206,,,,
43,44.65942,55.719654,2.2459316,1.6096622,0.23123279,0.096350454,,,,
44,45.16696,53.126846,2.253431,1.6254729,0.05698639,0.143061,,,,
45,45.899742,49.47014,2.1218534,1.5015775,0.04308568,0.10335093,,,,
46,45.89199,47.025425,1.9401352,1.5928808,0.08048626,0.116218135,,,,
47,45.822605,49.071987,2.1188254,1.630328,0.048244536,0.15711816,,,,
48,46.01229,49.339737,2.175126,1.4655616,0.5126202,0.10044794,,,,
49,46.732853,51.98459,2.1956723,1.4410269,,,,,,
50,46.953613,52.80068,1.9458474,1.4998353,,,,,,
51,46.215378,54.179386,1.9149321,1.6404505,,,,,,
52,46.09582,54.4323,2.075728,1.5391958,,,,,,
53,46.95979,51.342503,2.1029544,1.59709,,,,,,
54,47.859997,55.191647,2.0852933,1.6008259,,,,,,
55,48.27253,52.304935,1.92836,1.5012734,,,,,,
56,48.441032,54.34919,1.9530731,1.5657127,,,,,,
57,48.88873,51.756065,1.9797873,1.5898752,,,,,,
58,49.44184,51.0229,2.0150504,1.4701174,,,,,,
59,49.94678,51.427303,2.0549452,1.5368992,,,,,,
60,50.02984,52.51026,1.9674151,1.4438016,,,,,,
61,50.052757,55.87993,1.9995812,1.4995351,,,,,,
62,49.94762,56.084103,1.961583,1.5608177,,,,,,
63,49.655518,55.916664,1.9384907,1.5674735,,,,,,
64,49.73259,53.64664,1.9970276,1.5915232,,,,,,
65,49.86618,51.8245,1.93676,1.5374559,,,,,,
66,49.861423,49.913033,1.8709651,1.5337886,,,,,,
67,49.657753,51.73517,1.9188977,1.5687095,,,,,,
68,49.902603,50.966118,1.977092,1.5177653,,,,,,
69,50.417156,52.1221,2.0037715,1.6688441,,,,,,
70,51.12796,52.241436,1.9846479,1.5358845,,,,,,
71,51.41131,53.3119,1.897482,1.4957314,,,,,,
72,51.101257,54.66759,1.8540806,1.49071,,,,,,
73,50.708282,56.13258,1.8243048,1.525446,,,,,,
74,50.32713,54.13005,1.7392927,1.5449842,,,,,,
75,50.091457,53.774853,1.8080422,1.5925046,,,,,,
76,49.831913,53.39017,1.7946208,1.5526237,,,,,,
77,50.262142,53.434425,1.8741727,1.5873324,,,,,,
78,50.686783,54.044373,1.8508799,1.5168216,,,,,,
79,50.775143,53.949013,1.8102866,1.4133259,,,,,,
80,50.74084,59.03304,1.8610197,1.564198,,,,,,
81,50.852894,57.82256,1.8210645,1.5146793,,,,,,
82,51.035843,56.212784,1.8458071,1.5400217,,,,,,
83,51.316383,53.981976,1.8026307,1.4577863,,,,,,
84,51.17875,54.331215,1.6876047,1.4283385,,,,,,
85,51.01798,55.797462,1.7558424,1.4250832,,,,,,
86,51.20365,57.82711,1.7938615,1.4987648,,,,,,
87,51.828815,59.396553,1.8165017,1.5029049,,,,,,
88,52.56817,59.789528,1.7916243,1.6481586,,,,,,
89,52.898327,57.723213,1.735603,1.5156643,,,,,,
90,52.754974,53.627594,1.707235,1.526017,,,,,,
91,52.919025,52.091103,1.7578593,1.5079008,,,,,,
92,52.64328,51.55967,1.6235354,1.4595559,,,,,,
93,52.23003,53.732254,1.6412189,1.4953998,,,,,,
94,52.34402,54.580345,1.7194775,1.5099206,,,,,,
95,52.389565,54.433952,1.7365543,1.5104556,,,,,,
96,52.689117,56.234573,1.7592047,1.4576772,,,,,,
97,52.668373,55.98368,1.6612489,1.5177442,,,,,,
98,52.42407,57.110058,1.6676407,1.3408022,,,,,,
99,52.28554,55.99265,1.7132828,1.4977136,,,,,,
100,52.264523,56.24076,1.6735868,1.4815733,,,,,,
101,52.224148,54.86284,1.7120543,1.4553053,,,,,,
102,52.720844,53.274734,1.7182558,1.5008808,,,,,,
103,52.892876,50.797905,1.6256293,1.5467871,,,,,,
104,52.91539,52.37937,1.7337593,1.5360457,,,,,,
105,52.92311,54.03833,1.6472802,1.4344195,,,,,,
106,52.858852,55.574223,1.6895694,1.6090257,,,,,,
107,53.211372,52.017994,1.7250327,1.5776346,,,,,,
108,53.420353,51.7338,1.6623151,1.4994884,,,,,,
