time_index,loudness_zwtv_target,loudness_zwtv_pred,sharpness_din_tv_target,sharpness_din_tv_pred,roughness_dw_target,roughness_dw_pred,tnr_ecma_perseg_target,tnr_ecma_perseg_pred,sii_ansi_target,sii_ansi_pred
0,0.0068105725,62.525124,,1.2586906,0.24886435,-0.09207192,0.0,0.40980476,0.0,0.032520473
1,3.6452055,90.68428,,1.749076,0.06398025,0.015144236,0.0,0.80276954,,
2,10.880226,88.17232,,1.7895918,0.1446264,0.06380113,11.417188,0.8612027,,
3,16.586332,99.91818,,1.8380852,0.058554392,0.05245428,0.0,0.4543991,,
4,20.274645,94.5948,,1.8109357,0.09081189,0.006440396,0.0,0.62933624,,
5,22.859278,77.9604,4.084469,1.4984994,0.56906873,0.07791373,0.0,0.37955475,,
6,24.148474,41.41745,3.5405989,0.84571034,0.051222652,0.0681445,0.0,0.3727444,,
7,24.82501,107.40179,3.5782177,2.1335573,0.60362756,0.036283363,0.0,0.6203941,,
8,26.639141,77.89407,3.4927776,1.5768275,0.046287153,0.022065844,0.0,0.9766139,,
9,27.687035,46.978584,3.0378325,0.9976092,0.03288551,0.08465192,0.0,0.68870777,,
10,28.419523,81.64493,3.2086213,1.5510392,0.17899257,0.07017016,,,,
11,29.131182,86.07446,2.9729812,1.6829448,0.11808443,0.20230138,,,,
12,29.921041,59.239758,3.1044407,1.1603963,0.2664329,0.3083961,,,,
13,31.047255,58.73391,3.0472937,1.0964811,0.14896499,0.074249975,,,,
14,32.542286,48.31639,2.883751,0.9916238,0.5895719,0.03220671,,,,
15,33.527214,44.532997,2.7129853,0.94789803,0.07241595,0.071207434,,,,
16,34.751762,54.845078,2.8328717,1.1122996,0.06594777,0.033371378,,,,
17,35.936783,73.024765,2.59555,1.4318087,0.11360752,-0.07071523,,,,
18,36.798584,61.189167,2.5887158,1.2814348,0.1269383,-0.028671779,,,,
19,37.427418,51.51754,2.5057137,0.99563617,0.09452107,0.03794175,,,,
20,38.288654,79.38391,2.5618837,1.4914293,0.21441676,0.20196581,,,,
21,39.21754,64.33423,2.4379032,1.3063812,0.6919222,0.20475914,,,,
22,39.66526,61.732914,2.507715,1.3222945,0.026544102,0.07944627,,,,
23,40.476025,42.58741,2.5169506,0.90178794,0.03061913,0.12543488,,,,
24,41.181797,43.025543,2.4065766,0.9417447,0.10001325,0.09264358,,,,
25,41.75429,59.68303,2.4138927,1.3241245,0.09296339,0.12551358,,,,
26,42.06653,61.7029,2.3005047,1.3078647,0.03734073,0.04823599,,,,
27,42.11761,39.77211,2.241604,0.8103616,0.14225064,0.04934656,,,,
28,42.18722,39.501884,2.2789075,0.8130325,0.48308256,0.09474254,,,,
29,42.432735,36.806686,2.2227485,0.7707629,0.06837471,-0.0022632908,,,,
30,43.34203,33.91942,2.2170866,0.73934734,0.2447659,0.10666195,,,,
31,44.844673,70.14572,2.2309628,1.3176506,0.04576377,0.069394395,,,,
32,45.935726,38.350006,2.191895,0.8140369,0.043712698,0.15794027,,,,
33,46.427864,52.924202,2.1111593,1.0940973,0.17173682,0.092901975,,,,
34,46.85422,45.293602,2.1832519,0.91573745,0.07245545,0.13527814,,,,
35,47.14824,73.50226,2.0427806,1.513732,0.57846993,0.060385976,,,,
36,47.409428,44.751045,2.1249197,0.9542966,0.02294916,0.11126947,,,,
37,47.89583,37.466263,2.1401393,0.79831475,0.030097827,0.045913637,,,,
38,48.58267,36.538467,2.102007,0.7781384,0.053111933,0.028850097,,,,
39,48.58325,79.44124,2.119303,1.6122196,0.37156957,0.039601736,,,,
40,48.786453,37.90925,2.0612442,0.81229115,0.15541084,0.014158068,,,,
41,48.97749,39.91935,1.9629943,0.8123345,0.28355098,0.07570058,,,,
42,49.197693,42.572357,2.0199645,0.8602794,0.47960132,0.05617611,,,,
43,49.144283,61.665497,1.9106722,1.1678947,0.023996506,0.090289176,,,,
44,49.3854,87.5081,2.203834,1.7632234,0.031084606,0.057441127,,,,
45,51.970867,45.18392,2.9985306,0.9374894,0.039609432,0.056528978,,,,
46,55.001972,106.146996,2.5005627,2.0931494,0.29571748,0.112972856,,,,
47,55.09138,56.548447,1.9613296,1.0538038,0.1799036,0.14804539,,,,
48,53.245186,38.58226,1.6351159,0.7974995,0.22117066,0.2670645,,,,
49,51.347904,42.628365,1.6479125,0.8342671,,,,,,
50,50.585587,71.64513,1.6552905,1.4275333,,,,,,
51,49.43925,42.669662,1.5802279,0.86119044,,,,,,
52,48.9028,34.563663,1.7173052,0.75353265,,,,,,
53,49.25897,62.480083,1.7061939,1.2974317,,,,,,
54,49.63863,103.50741,1.6722658,1.9204308,,,,,,
55,49.94943,40.82179,1.6997488,0.8608905,,,,,,
56,50.144035,33.0755,1.6280187,0.7184145,,,,,,
57,50.997356,35.030746,1.7461966,0.7583147,,,,,,
58,51.9061,47.488865,1.7508168,0.977364,,,,,,
59,52.673077,46.81249,1.7275357,0.9639842,,,,,,
60,53.533203,32.30932,1.7237664,0.7118645,,,,,,
61,53.83717,92.65471,1.6100816,1.7317927,,,,,,
62,53.864136,43.2071,1.6509199,0.9450054,,,,,,
63,53.89491,53.96795,1.5771987,1.0883955,,,,,,
64,54.494286,45.946075,1.7698236,0.9890222,,,,,,
65,55.42365,40.12326,1.7234018,0.8375257,,,,,,
66,55.514103,59.87068,1.711514,1.1719222,,,,,,
67,55.134632,37.272526,1.6314781,0.83245146,,,,,,
68,54.702835,35.984596,1.760941,0.78165615,,,,,,
69,54.78473,40.87126,1.693526,0.8613806,,,,,,
70,55.071144,38.124676,1.7493548,0.8303418,,,,,,
71,56.370174,37.082985,1.9270582,0.7554372,,,,,,
72,56.781593,55.802727,1.8165735,1.1507595,,,,,,
