file,input_samples,input_duration_s,inference_time_ms,backbone_frames,parameter,output_frames,pred_min,pred_max,pred_mean
[000043]_01_101384_01996-02996ms.wav,48000,1.0,1.18,6000,loudness_zwtv,500,-0.174882,11.141076,10.535661
[000043]_01_101384_01996-02996ms.wav,48000,1.0,1.18,6000,sharpness_din_tv,500,-0.216958,2.694553,1.005796
[000043]_01_101384_01996-02996ms.wav,48000,1.0,1.18,6000,roughness_dw,9,0.191636,0.195936,0.193856
[000043]_01_101384_01996-02996ms.wav,48000,1.0,1.18,6000,tnr_ecma_perseg,2,4.454102,6.267493,5.360797
[000043]_01_101384_01996-02996ms.wav,48000,1.0,1.18,6000,sii_ansi,1,0.126677,0.126677,0.126677
