time_index,loudness_zwtv,sharpness_din_tv,roughness_dw,tnr_ecma_perseg,sii_ansi
0,0.006913718118352519,,0.05815801021364279,0.0,0.0
1,2.993800511685174,,0.13686400007990795,0.0,
2,9.070293435919638,,0.07217411004574081,0.0,
3,15.216198264329805,,0.10951596258634752,0.0,
4,20.1761048580277,,0.06985308923370662,0.0,
5,23.5186527602049,5.178679103725741,0.07062961508934722,0.0,
6,27.745652316928236,5.542551917075067,0.18750318694956183,0.0,
7,31.8306821458392,4.860338297896917,0.04383122286735287,0.0,
8,33.55630512694141,3.713522898227395,0.05039776781728591,0.0,
9,34.0017215281081,3.278862129303429,0.05826726073825843,0.0,
10,34.6715100007486,3.328962905663391,0.05383219570853941,,
11,35.6616954897542,3.1756505219213538,0.052421865383743216,,
12,36.390709354171875,3.186377046540458,0.2862263410622533,,
13,37.45965706880336,3.377511639501347,0.06593257027492985,,
14,38.309426100455674,3.1883554758785806,0.061827824161037534,,
15,38.42713773223506,2.927305984677731,0.0741482114430166,,
16,38.2762601069646,2.8291891298487006,0.0456873581929465,,
17,38.43789028625839,2.8361338967608156,0.15768607451051228,,
18,38.630059956719016,2.658664849703253,0.08079708146886481,,
19,38.5712525457811,2.5931276273268575,0.057941657982864124,,
20,38.78494014443548,2.544507755324668,0.16284010655721617,,
21,39.301509444344454,2.5286778953543543,0.06838519997324617,,
22,39.831761113431384,2.4845584197653245,0.05339703662890057,,
23,40.562237038563424,2.5176616581024662,0.06203690140934178,,
24,41.87128187103535,2.866013864990437,0.07915723162960395,,
25,45.094883636523505,3.5004777448410507,0.10026892122939296,,
26,47.04280046295934,2.7814252875475036,0.12524316745201083,,
27,46.42314106715604,2.1361892481929416,0.06620613136647392,,
28,45.0726893770352,2.062420551656697,0.1343981769981051,,
29,44.61957304149,2.015884903750261,0.038538615436233624,,
30,44.44650621804266,2.0432823229867267,0.07408999738593874,,
31,45.070685285854466,2.130645090399504,0.16891234258811408,,
32,45.8285479823881,2.1035715137204267,0.03229553955987283,,
33,46.63565133533469,2.085614004483711,0.06831515128741689,,
34,47.30262981801542,1.9483640789489085,0.10002527736153714,,
35,47.6627400043773,2.1130629043324545,0.10381170305582121,,
36,48.27946166709472,2.0640884290536676,0.03589088579330561,,
37,48.54660369535144,2.2233705062006885,0.06525561837281837,,
38,49.21195389145367,2.158169803671224,0.0877658632334223,,
39,50.21722787572314,2.1945730426423617,0.038980820056129746,,
40,51.533134975056825,2.279851232185428,0.13218705268507505,,
41,52.67840439526165,2.219372675808322,0.030418243585916948,,
42,53.12037397799075,2.1296321628595773,0.1705497166658362,,
43,52.95782450772009,2.0411377985277706,0.05270262633322307,,
44,52.86411573929885,2.2062000639426884,0.055607926218806634,,
45,53.258797228708744,2.10730159475648,0.08633125893095438,,
46,52.986372568592415,2.072909423946232,0.060276846030802675,,
47,52.60974650813091,2.033025807938795,0.11960671237035037,,
48,52.62737104597096,2.135512953595104,0.11717950745303744,,
