time_index,loudness_zwtv,sharpness_din_tv,roughness_dw,tnr_ecma_perseg,sii_ansi
0,0.006536499056481623,,0.03650885918936287,0.0,0.0
1,3.621018783314685,,0.08261732555424603,0.0,
2,9.803751280302938,,0.13014475697395314,0.0,
3,16.170569129215384,,0.043612711208283146,0.0,
4,21.284161059917913,,0.04067857729391538,0.0,
5,24.541730683834878,4.130156257010879,0.0375006803379231,0.0,
6,26.574722700681257,3.7758322765514905,0.02653853038963264,0.0,
7,27.6954684515306,3.6294335424719995,0.06897967857214128,0.0,
8,28.703646574896545,3.502437781859078,0.05081077795719547,0.0,
9,29.497349051123297,3.36387188122292,0.05339697879838835,0.0,
10,30.44878001183839,3.294330892231614,0.1088127770249975,,
11,31.980317648970857,3.363027205547927,0.12803464683123658,,
12,33.66346846943119,3.155600499976622,0.11142413035046414,,
13,34.888572047571884,3.0929383319104575,0.0728203827686285,,
14,36.06025717995598,2.944102141767574,0.04424349544494857,,
15,37.068880196826214,2.950945480413934,0.04893553734213439,,
16,37.81130737321194,2.881227000639072,0.07174506432389151,,
17,38.02344422971865,2.831823426424571,0.17296795820582372,,
18,38.82542603158123,2.8573171213351287,0.0835828260034694,,
19,39.47271083604407,2.796005396971454,0.058447296850139704,,
20,39.70763811897983,2.7327473659085184,0.07270499548452727,,
21,39.38468675895427,2.601575674030112,0.09067666756965753,,
22,39.5273532743734,2.7547421641590657,0.0601904548372146,,
23,40.01038123958852,2.7732935278590163,0.5582273852701288,,
24,40.37665263995111,2.700114728415035,0.09052644855268507,,
25,40.55510411853112,2.608487567575805,0.4137406423466313,,
26,41.3157277686569,2.5830348234657188,0.06382430918006575,,
27,42.19322535398622,2.531969814697949,0.04868058096908707,,
28,42.96732250050584,2.4367167935949468,0.35454578653200197,,
29,43.42239905578488,2.4109066071182115,0.04589594022562644,,
30,43.480647695644905,2.363935110557732,0.029959227217922043,,
31,43.60854283320287,2.3507224580150345,0.5343996457837911,,
32,44.237447135671914,2.44363335642694,0.11000425787937194,,
33,45.069143385267154,2.3600841466883145,0.19040393912388393,,
34,45.88120739241043,2.3140390276443896,0.04589338206714894,,
35,46.76222790217046,2.333205199421898,0.05824879676955442,,
36,47.71494741863653,2.28309550921451,0.07551271336057488,,
37,48.342830980649474,2.2726902869555556,0.05225775067919132,,
38,48.35699488967387,2.2218774514174235,0.05780284850835201,,
39,48.110781599156454,2.184232249160668,0.06530339468901881,,
40,47.86246588733873,2.204651463724802,0.0735400743012934,,
41,47.94973348612841,2.1068083330854415,0.033525077717743434,,
42,48.38768923462047,2.1568243089876136,0.051781615104634,,
43,48.80608000389391,2.1081300782927417,0.04856809637266125,,
44,48.57741406187962,2.0051170010978874,0.09528709695040502,,
45,48.67112485510288,2.008142081146551,0.046300638866438676,,
46,50.10770981677001,2.227779121095588,0.05223393258249104,,
47,51.99475899907409,2.183143343985918,0.0589998077448072,,
48,52.75327078641878,2.0417333036600693,0.053445867272429594,,
49,53.38635575507868,2.041235548517052,,,
50,53.973016965612445,1.9812600097578994,,,
51,54.127174683720995,1.8956192092700677,,,
52,53.967958951957364,1.9803551943453885,,,
53,54.56649160433831,1.95093317364118,,,
54,54.37608862714292,1.8991783688829234,,,
55,54.16519374438576,1.9225745600729809,,,
56,54.39301519701947,2.0137600042943378,,,
57,54.720707649745805,1.9849531055211718,,,
58,54.819570315844004,1.9462867551858536,,,
59,54.779770596887204,2.227203179952827,,,
60,54.72925137038672,2.0695257090794135,,,
61,55.27979408394756,2.2558211388280225,,,
62,56.422550973313946,2.368376921051327,,,
63,57.60543224325572,2.3296617240846507,,,
64,58.31931887771711,2.3122036503557863,,,
65,58.54858368887441,2.392341149309314,,,
66,59.80843859755386,2.463388337029895,,,
67,60.23433434889108,2.3877309661551327,,,
68,60.25159064108,2.399779621730568,,,
69,60.07218662000018,2.3420343325223714,,,
70,60.21195092491202,2.4099551964593147,,,
71,59.769942333657,2.142608631163391,,,
72,58.6409514109104,2.134557854317039,,,
73,58.09042249432581,2.163018541389678,,,
74,58.19260948849776,2.3132867357440294,,,
75,58.90202494621035,2.4266892963498337,,,
76,60.3915662364592,2.466860004843744,,,
77,61.24786341316188,2.181900074305241,,,
78,60.116356638812064,1.8975307666829742,,,
79,58.62729174609406,1.9922011028933941,,,
80,58.059596827039755,2.000279708322388,,,
81,57.471232443612415,1.9752321386876643,,,
82,56.69755185933596,2.070103331100239,,,
83,56.95216739554854,2.115305112739267,,,
84,56.84593436419821,1.9628515397646993,,,
85,56.09945229937706,1.8476550952916801,,,
86,56.46436124435724,2.1153857952710653,,,
87,57.62603634313197,2.035407247145474,,,
88,58.12228743290966,2.0475321917161264,,,
89,58.92815844320957,2.090385785508196,,,
90,59.93804007010717,2.0628517728905584,,,
91,60.50582276293848,2.0018839889410285,,,
92,60.83340812570406,1.9467237577642293,,,
93,61.44982761675439,1.9315017037331084,,,
94,61.76206895176044,1.8040585483218838,,,
95,61.37408279324917,1.7060608105580015,,,
96,61.313818510469936,1.7141179557780035,,,
97,61.628653093454794,1.7254328167505188,,,
98,61.78095545746375,1.578116839623254,,,
99,61.221992758007715,1.5550061789134269,,,
100,60.95443018582809,1.580596729958866,,,
101,60.68903567606204,1.5208170314510905,,,
102,61.064966704323034,1.6033669333657403,,,
103,61.257139829439396,1.5393540322455845,,,
104,61.060753742321594,1.5121044424087549,,,
105,61.47535926017926,1.622276366539419,,,
106,61.90417137217196,1.5873153622304783,,,
107,62.26772515384452,1.5458751181119648,,,
108,62.144377290642794,1.5265468527222736,,,
109,62.509623480665496,1.5492022606462998,,,
110,62.37098901584477,1.479904578047177,,,
111,62.13289319012035,1.537150304301952,,,
112,61.87490693454556,1.5302784934040368,,,
113,61.41749999354819,1.498534671773451,,,
114,60.58162972465354,1.4629451925073982,,,
115,59.90285025060544,1.4986056123104756,,,
116,59.50405768199388,1.494721102404892,,,
117,59.54709179967561,1.5556841824466519,,,
118,59.9261496125019,1.554731887522741,,,
119,60.937641927669866,2.1999609430416696,,,
120,63.88372839150702,2.1893526657382836,,,
121,64.74647587650028,1.6776036964161392,,,
122,63.592331832363506,1.4394233467522428,,,
123,62.27863583735814,1.3330445689817054,,,
124,61.016436152514345,1.319669067583091,,,
125,60.070424666673475,1.3127777842759598,,,
126,59.51740028669272,1.3343758649785973,,,
