file,input_samples,input_duration_s,inference_time_ms,backbone_frames,parameter,output_frames,pred_min,pred_max,pred_mean
[000043]_01_101384_01996-02996ms.wav,48000,1.0,0.64,6000,loudness_zwtv,500,18.935562,32.003792,30.492678
[000043]_01_101384_01996-02996ms.wav,48000,1.0,0.64,6000,sharpness_din_tv,500,0.659386,3.611878,1.920051
[000043]_01_101384_01996-02996ms.wav,48000,1.0,0.64,6000,roughness_dw,9,0.044198,0.050172,0.047376
[000043]_01_101384_01996-02996ms.wav,48000,1.0,0.64,6000,tnr_ecma_perseg,2,-0.82478,0.820194,-0.002293
[000043]_01_101384_01996-02996ms.wav,48000,1.0,0.64,6000,sii_ansi,1,0.021996,0.021996,0.021996
