time_index,loudness_zwtv_target,loudness_zwtv_pred,sharpness_din_tv_target,sharpness_din_tv_pred,roughness_dw_target,roughness_dw_pred,tnr_ecma_perseg_target,tnr_ecma_perseg_pred,sii_ansi_target,sii_ansi_pred
0,0.0013025845,-0.03796234,,,0.009872965,0.0037240013,0.0,15.87038,0.111551516,0.35112032
1,0.5712507,-1.1516364,,,0.009067199,0.016300097,0.0,13.580275,,
2,1.7064786,-1.7724428,,,0.00815071,0.021289967,,,,
3,2.7816463,2.727966,,,0.007021252,0.018106192,,,,
4,3.6485622,2.4851017,,,0.011032953,0.02032043,,,,
5,4.363525,1.039618,2.6188989,2.7906568,0.009842581,0.018668115,,,,
6,4.923622,3.881991,2.3019783,2.4798293,0.0065939534,0.014055446,,,,
7,5.3655276,4.2798014,2.0701656,2.2594044,0.004960553,0.026153557,,,,
8,5.7283583,3.140141,1.9788284,2.181152,0.006725474,0.038720578,,,,
9,6.0276437,3.675609,1.937543,2.0247366,,,,,,
10,6.2954187,5.4164085,1.8398494,1.9587793,,,,,,
11,6.532267,5.059829,1.7836686,1.89925,,,,,,
12,6.726134,2.7475746,1.7737174,1.831534,,,,,,
13,6.911236,6.065877,1.7274566,1.8127295,,,,,,
14,7.0633492,5.854735,1.6437303,1.7249945,,,,,,
15,7.1761155,2.3611293,1.665331,1.7251548,,,,,,
16,7.3034687,6.7802386,1.5926114,1.6235943,,,,,,
17,7.4215713,5.8576784,1.5641017,1.7201809,,,,,,
18,7.5324755,3.6209183,1.6267487,1.6182743,,,,,,
19,7.655691,6.518287,1.5812721,1.597347,,,,,,
20,7.7722034,6.1472144,1.508343,1.5473464,,,,,,
21,7.8405204,4.887424,1.475862,1.5349462,,,,,,
22,7.916398,5.8930387,1.4632329,1.5176722,,,,,,
23,7.9886813,6.7007637,1.4313853,1.5732691,,,,,,
24,8.077761,6.432934,1.4708381,1.4082302,,,,,,
25,8.179128,5.4006834,1.4200398,1.5345463,,,,,,
26,8.247504,6.834975,1.3430592,1.4534837,,,,,,
27,8.308539,7.3374543,1.3858427,1.3990506,,,,,,
28,8.409744,4.7237816,1.4499421,1.3854597,,,,,,
29,8.492433,7.506478,1.3845645,1.4445912,,,,,,
30,8.577609,7.779238,1.3815706,1.3544823,,,,,,
31,8.646943,4.970031,1.3576871,1.3866016,,,,,,
