file,input_samples,input_duration_s,inference_time_ms,backbone_frames,parameter,output_frames,pred_min,pred_max,pred_mean
[000043]_01_101384_01996-02996ms.wav,48000,1.0,0.94,750,loudness_zwtv,500,10.050884,33.117058,30.358009
[000043]_01_101384_01996-02996ms.wav,48000,1.0,0.94,750,sharpness_din_tv,500,0.65685,3.576617,2.006502
[000043]_01_101384_01996-02996ms.wav,48000,1.0,0.94,750,roughness_dw,9,-0.006994,0.118678,0.064513
[000043]_01_101384_01996-02996ms.wav,48000,1.0,0.94,750,tnr_ecma_perseg,2,-0.042689,0.114757,0.036034
[000043]_01_101384_01996-02996ms.wav,48000,1.0,0.94,750,sii_ansi,1,-0.000881,-0.000881,-0.000881
