file,input_samples,input_duration_s,inference_time_ms,backbone_frames,parameter,output_frames,pred_min,pred_max,pred_mean
[069516]_straight_m8_long_straight_a_07984-08984ms.wav,48000,1.0,66.1,3000,loudness_zwtv,500,0.006334,11.320316,10.714842
[069516]_straight_m8_long_straight_a_07984-08984ms.wav,48000,1.0,66.1,3000,sharpness_din_tv,495,0.993416,2.755303,1.066762
[069516]_straight_m8_long_straight_a_07984-08984ms.wav,48000,1.0,66.1,3000,roughness_dw,9,0.104274,0.108519,0.106524
[069516]_straight_m8_long_straight_a_07984-08984ms.wav,48000,1.0,66.1,3000,tnr_ecma_perseg,2,4.27397,6.087379,5.180675
[069516]_straight_m8_long_straight_a_07984-08984ms.wav,48000,1.0,66.1,3000,sii_ansi,1,0.115773,0.115773,0.115773
