file,input_samples,input_duration_s,inference_time_ms,backbone_frames,parameter,output_frames,pred_min,pred_max,pred_mean
[069516]_straight_m8_long_straight_a_07984-08984ms.wav,48000,1.0,1.13,3000,loudness_zwtv,500,-1.772443,11.106706,8.86512
[069516]_straight_m8_long_straight_a_07984-08984ms.wav,48000,1.0,1.13,3000,sharpness_din_tv,495,0.951261,2.790657,1.085219
[069516]_straight_m8_long_straight_a_07984-08984ms.wav,48000,1.0,1.13,3000,roughness_dw,9,0.003724,0.038721,0.019704
[069516]_straight_m8_long_straight_a_07984-08984ms.wav,48000,1.0,1.13,3000,tnr_ecma_perseg,2,13.580275,15.87038,14.725327
[069516]_straight_m8_long_straight_a_07984-08984ms.wav,48000,1.0,1.13,3000,sii_ansi,1,0.35112,0.35112,0.35112
