file,input_samples,input_duration_s,inference_time_ms,backbone_frames,parameter,output_frames,pred_min,pred_max,pred_mean
[000043]_01_101384_01996-02996ms.wav,48000,1.0,1.02,750,loudness_zwtv,500,8.114919,33.37109,30.489294
[000043]_01_101384_01996-02996ms.wav,48000,1.0,1.02,750,sharpness_din_tv,500,0.664115,3.601656,2.01229
[000043]_01_101384_01996-02996ms.wav,48000,1.0,1.02,750,roughness_dw,9,0.007775,0.11238,0.059983
[000043]_01_101384_01996-02996ms.wav,48000,1.0,1.02,750,tnr_ecma_perseg,2,-0.024832,0.034832,0.005
[000043]_01_101384_01996-02996ms.wav,48000,1.0,1.02,750,sii_ansi,1,-0.000371,-0.000371,-0.000371
