file,input_samples,input_duration_s,inference_time_ms,backbone_frames,parameter,output_frames,pred_min,pred_max,pred_mean
[000043]_01_101384_01996-02996ms.wav,48000,1.0,14.02,750,loudness_zwtv,500,0.013856,11.328742,10.723125
[000043]_01_101384_01996-02996ms.wav,48000,1.0,14.02,750,sharpness_din_tv,500,-0.070239,2.841503,1.152354
[000043]_01_101384_01996-02996ms.wav,48000,1.0,14.02,750,roughness_dw,9,0.087822,0.092022,0.090045
[000043]_01_101384_01996-02996ms.wav,48000,1.0,14.02,750,tnr_ecma_perseg,2,4.294184,6.107525,5.200854
[000043]_01_101384_01996-02996ms.wav,48000,1.0,14.02,750,sii_ansi,1,0.32565,0.32565,0.32565
