time_index,loudness_zwtv_target,loudness_zwtv_pred,sharpness_din_tv_target,sharpness_din_tv_pred,roughness_dw_target,roughness_dw_pred,tnr_ecma_perseg_target,tnr_ecma_perseg_pred,sii_ansi_target,sii_ansi_pred
0,0.0013025845,0.16599046,,,0.009872965,0.082225315,0.0,21.970928,0.111551516,0.22906971
1,0.5712507,-0.5027129,,,0.009067199,0.08621845,0.0,19.936592,,
2,1.7064786,0.100726604,,,0.00815071,0.09327437,,,,
3,2.7816463,3.497039,,,0.007021252,0.090077244,,,,
4,3.6485622,2.0426426,,,0.011032953,0.08914302,,,,
5,4.363525,3.285068,2.6188989,2.7104094,0.009842581,0.09037794,,,,
6,4.923622,4.5191917,2.3019783,2.4285643,0.0065939534,0.09824339,,,,
7,5.3655276,3.6427593,2.0701656,2.204579,0.004960553,0.084753044,,,,
8,5.7283583,5.2795844,1.9788284,2.1144621,0.006725474,0.09065125,,,,
9,6.0276437,4.4396577,1.937543,2.0401704,,,,,,
10,6.2954187,4.778097,1.8398494,1.8549767,,,,,,
11,6.532267,6.2531867,1.7836686,1.9209117,,,,,,
12,6.726134,4.3289785,1.7737174,1.8399693,,,,,,
13,6.911236,5.5381107,1.7274566,1.7692585,,,,,,
14,7.0633492,5.777331,1.6437303,1.6864152,,,,,,
15,7.1761155,4.9761057,1.665331,1.6609968,,,,,,
16,7.3034687,6.4421377,1.5926114,1.6848006,,,,,,
17,7.4215713,5.720002,1.5641017,1.7273083,,,,,,
18,7.5324755,5.705044,1.6267487,1.5215354,,,,,,
19,7.655691,5.690551,1.5812721,1.464322,,,,,,
20,7.7722034,5.6607866,1.508343,1.6026852,,,,,,
21,7.8405204,6.7917976,1.475862,1.460814,,,,,,
22,7.916398,5.653991,1.4632329,1.4768686,,,,,,
23,7.9886813,6.1817102,1.4313853,1.4483175,,,,,,
24,8.077761,7.024127,1.4708381,1.3583984,,,,,,
25,8.179128,4.814749,1.4200398,1.3894407,,,,,,
26,8.247504,6.7759676,1.3430592,1.5220093,,,,,,
27,8.308539,7.383444,1.3858427,1.4080489,,,,,,
28,8.409744,5.7060003,1.4499421,1.2869306,,,,,,
29,8.492433,6.9262023,1.3845645,1.3953859,,,,,,
30,8.577609,6.699183,1.3815706,1.3550699,,,,,,
31,8.646943,6.3975697,1.3576871,1.3293716,,,,,,
32,8.6978035,7.7946224,1.2877668,1.3727291,,,,,,
33,8.76437,6.8149624,1.290591,1.3251549,,,,,,
34,8.85728,6.963824,1.3706383,1.2101076,,,,,,
35,8.940838,6.7835016,1.3489164,1.2624469,,,,,,
36,9.013952,6.521059,1.3088269,1.3412807,,,,,,
37,9.0430155,8.245005,1.2743758,1.2646421,,,,,,
38,9.030106,6.55544,1.2411891,1.290581,,,,,,
39,9.079957,6.741642,1.2779438,1.1567284,,,,,,
40,9.144611,8.271739,1.2805841,1.1493634,,,,,,
41,9.151803,5.986415,1.2186131,1.2299346,,,,,,
42,9.187785,7.5135574,1.2234621,1.2594411,,,,,,
43,9.227421,8.407018,1.201077,1.1921061,,,,,,
44,9.226889,6.472352,1.2181265,1.1525279,,,,,,
45,9.283027,7.5574327,1.2526556,1.1380183,,,,,,
46,9.356455,7.3535757,1.2383144,1.2453196,,,,,,
47,9.378477,7.0301905,1.2267908,1.1340504,,,,,,
48,9.439261,7.952387,1.2267528,1.1435559,,,,,,
49,9.476701,7.226801,1.1841327,1.2536738,,,,,,
50,9.476121,7.3709736,1.209012,1.0693045,,,,,,
51,9.537194,7.2449055,1.2145995,1.0398109,,,,,,
52,9.57599,7.049985,1.1498922,1.2094936,,,,,,
53,9.575841,8.399734,1.1615342,1.1367441,,,,,,
54,9.616538,7.168583,1.1599258,1.1422182,,,,,,
55,9.6314745,7.5243263,1.1073213,1.1365968,,,,,,
56,9.642951,8.432405,1.1504108,1.057546,,,,,,
57,9.683591,6.535974,1.174663,1.0865983,,,,,,
58,9.6977625,8.0339985,1.167938,1.1522495,,,,,,
59,9.721246,8.462909,1.1976289,1.1826149,,,,,,
60,9.765452,6.556134,1.1957022,1.0565832,,,,,,
61,9.769822,8.313412,1.105125,1.1658568,,,,,,
62,9.759667,8.0252,1.1159923,1.0635362,,,,,,
63,9.793034,7.09288,1.1612054,0.9967195,,,,,,
64,9.821657,8.79523,1.1933011,1.2182602,,,,,,
65,9.8667145,8.098324,1.204781,1.1928004,,,,,,
66,9.920242,8.705512,1.2567381,1.0430461,,,,,,
67,9.939758,8.873147,1.1869098,1.0642216,,,,,,
68,9.990807,7.837096,1.169154,1.0468984,,,,,,
69,10.032943,9.628803,1.166851,1.1213143,,,,,,
70,10.053586,8.69835,1.1824208,1.0913869,,,,,,
71,10.130362,8.698558,1.1958278,1.0729975,,,,,,
